"Task","X1","X2","Y"
1,0.397354334127158,-0.19973695743829,-0.068590287073202
1,-0.0905133429914713,-0.42678123479709,-0.0590488475476244
1,0.294243946205825,-0.901323380414397,-1.66249374963692
1,0.227585657965392,-0.727040536701679,-1.54854164204139
1,-0.467148326802999,-0.921511915978044,-0.251328529878902
1,0.855046678800136,0.489881064277142,-0.0150343790831554
1,-0.433091575745493,-0.30552245490253,0.130494474657463
1,0.677435239776969,-0.407389107625932,-1.36996056083729
1,0.245340308174491,-0.650991777889431,-1.44363529047352
1,0.425813300069422,0.422821461688727,0.576992320363432
1,-0.520699358545244,-0.92247663391754,-0.167461198469511
1,0.653147764038295,-0.04795455140993,-0.258742166608754
1,0.397774977609515,-0.921475373208523,-1.67442350502528
1,0.205811471212655,-0.501418765634298,-0.8929585102265
1,0.345982467290014,0.530001933220774,0.661700153904391
1,-0.77756068110466,0.0736831058748066,-0.0642886947655079
1,-0.386667740996927,0.0843406701460481,0.610672983431249
1,0.478444783948362,0.703520575538278,0.228821023620667
1,-0.163687231484801,0.303564766887575,1.42376007609933
1,0.612688979133964,-0.900234932079911,-1.73285485168161
1,0.023625117726624,-0.899816245771945,-1.27463038005489
1,0.370048274286091,0.958071886561811,-0.0243329164597806
1,0.959863767493516,-0.487412879709154,-1.45238204022669
1,-0.321649916470051,-0.915920623578131,-0.512917187522528
1,-0.557844023220241,-0.0710315364412963,0.0596147362880371
1,0.590603495016694,-0.323345005977899,-0.949785602175357
1,-0.428102233447134,-0.509435625281185,0.128090237841128
1,-0.803600559942424,0.101882168091834,-0.0583681806007754
1,0.904418638441712,0.113234654534608,-0.494864796065194
1,0.972820471506566,0.0158082111738622,-0.657944780145551
1,-0.876537363044918,-0.408517628908157,0.031897511802283
1,-0.491150064859539,-0.915246239397675,-0.200893505369352
1,0.747809953056276,0.844272635411471,0.374654317063925
1,-0.588087432086468,-0.794558067806065,0.0698419568932358
1,-0.881700130179524,0.400929447263479,0.287243497030503
1,0.895173889584839,-0.21573974378407,-0.986304641920652
1,0.362517497502267,-0.28115469776094,-0.31880081716798
1,-0.334331255406141,0.302335342392325,1.23797117031326
1,0.0285271047614515,0.329567768145353,1.41043728070605
1,-0.580939271487296,-0.354193029459566,0.022839388042911
1,-0.275049403775483,-0.319139974657446,0.215486180917596
1,-0.662100656889379,0.735999854281545,1.19624789028417
1,-0.654705138877034,0.715796744450927,1.20860786679881
1,0.751689120195806,0.529324763454497,0.0323605732722253
1,0.28666188986972,0.704818405676633,0.515850466880479
1,0.334981170482934,-0.896980784833431,-1.69750810318223
1,-0.937884681392461,-0.281582301016897,-0.0235430959127898
1,-0.728555430658162,-0.62292213132605,0.13721370207968
1,0.0880299317650497,-0.194411093834788,0.394921374695132
1,-0.724184279330075,0.420686108991504,0.655193348620243
1,-0.373479401692748,0.991532668471336,0.756899162043221
1,0.605652826372534,0.145871939603239,0.125286707829532
1,0.768900790251791,0.0660476493649185,-0.353523693473417
1,-0.418999854009598,0.146463488228619,0.686580633976297
1,0.869677775073797,-0.679653744678944,-1.79659761614107
1,-0.53023636341095,-0.081246814224869,0.0924667571791603
1,-0.532631131354719,0.268859776202589,0.744404450792556
1,-0.0848443796858191,0.855374690145254,0.865060335991196
1,-0.195758314337581,0.0398159245960414,0.836582798896712
1,-0.955945427063853,-0.361933731939644,0.0574976783212384
1,0.106936810538173,-0.987834804691374,-1.41383064668563
1,-0.853746539913118,0.931388940196484,1.00010010849123
1,0.722219109069556,0.257434579543769,-0.0986829983945822
1,0.270005515776575,0.344666046556085,1.01582660214314
1,0.80507478909567,0.73575594695285,0.306354018955248
1,-0.904594152700156,0.226453164126724,-0.0161239145310733
1,0.802125187125057,-0.308405368123204,-1.16268617317469
1,0.0314531642943621,-0.740071408450603,-1.0746865378752
1,-0.265166964847594,0.79123430326581,1.37103997833459
1,-0.280024743173271,-0.267463863827288,0.26057889242438
1,0.454353494569659,0.100679881405085,0.516077014141746
1,0.831107423175126,0.987288717646152,0.753850039272385
1,0.642828123643994,0.719885328784585,0.162057643853891
1,-0.540267753880471,-0.368419825099409,0.0580400270535325
1,0.899981454946101,-0.0264953579753637,-0.669194252407407
1,-0.443832947872579,-0.163910623639822,0.161623518579113
1,-0.624518046621233,0.0760832610540092,0.136866858131792
1,-0.133362703025341,-0.849790105130523,-0.821482766148102
1,0.970182031858712,-0.390156784560531,-1.28177428415001
